air_date	show_number	category	value	question	answer
1994-02-21	2186	BUSINESS & INDUSTRY	800	This pocket-sized magazine's condensed book sales exceed 19 million copies worldwide a year	Reader's Digest
1994-02-21	2186	BUSINESS & INDUSTRY	1000	Brand names marketed by this toy company include My Little Pony, G.I. Joe & Mr. Potato Head	Hasbro
1994-02-21	2186	POLITICIANS	200	In 1990 & 1991 this Arkansas governor headed the Democratic Leadership Council	Bill Clinton
1994-02-21	2186	POLITICIANS	400	On July 16, 1984 this New York governor gave the keynote address at the Democratic Nat'l Convention	Cuomo
1994-02-21	2186	POLITICIANS	600	After his 1973 death, this president's birthday, August 27, was made a holiday by the Texas legislature	Lyndon Johnson
1994-02-21	2186	POLITICIANS	800	In January 1994 Dixie Lee Ray, the only woman ever to govern this state, passed away	Washington
1994-02-21	2186	POLITICIANS	2000	When first elected in 1958, this state's Dan Rostenkowski was the youngest member of Congress at 31	Illinois
1994-02-21	2186	MYTHOLOGY	200	Her abduction by Paris led to the Trojan War	Helen
1994-02-21	2186	MYTHOLOGY	400	This hero is often depicted wearing the skin of the Nemean lion, which he killed as one of his labors	Hercules
1994-02-21	2186	MYTHOLOGY	600	In Greek myth this food of the gods was delivered to Zeus by doves	ambrosia
1994-02-21	2186	MYTHOLOGY	800	Prometheus stole this for man from heaven; Maui took it from the underworld	fire
1994-02-21	2186	MYTHOLOGY	1000	This group of sisters who represent the arts taught the Sphinx its riddle	the Muses
1994-02-21	2186	TRAVEL & TOURISM	200	The Tuileries Gardens & the Palais de Chaillot lie on the right bank of this Paris river	the Seine
1994-02-21	2186	TRAVEL & TOURISM	400	Jackson Park, along Lake Michigan on this city's South Side, is popular for family outings	Chicago
1994-02-21	2186	TRAVEL & TOURISM	600	This New York City complex contains the GE Building & Radio City Music Hall	Rockefeller Center
1994-02-21	2186	TRAVEL & TOURISM	800	El Yunque in this commonwealth is the only tropical rain forest within the U.S. Forest Service	Puerto Rico
1994-02-21	2186	TRAVEL & TOURISM	1000	There's an international park named for this 20th century U.S. president on Canada's Campobello Island	Franklin Roosevelt
1994-02-21	2186	PULITZER PRIZE PLAYWRIGHTS	200	"He picked up the $3,000 prize for 1991 with ""Lost in Yonkers"""	Neil Simon
1994-02-21	2186	PULITZER PRIZE PLAYWRIGHTS	400	In 1956 Frances Goodrich & Albert Hackett won for a play based on this girl's diary	Anne Frank
1994-02-21	2186	PULITZER PRIZE PLAYWRIGHTS	600	"Thornton Wilder won in 1943 for ""The Skin of Our Teeth"" & in 1938 for this Play"	Our Town
1994-02-21	2186	PULITZER PRIZE PLAYWRIGHTS	800	"A famous line in one of his award-winning works is ""I have always depended on the kindness of strangers"""	Tennessee Williams
1994-02-21	2186	PULITZER PRIZE PLAYWRIGHTS	1000	1 of the 2 unrelated Millers who won the award 24 years apart	(1 of) Arthur Miller (Jason Miller)
1994-02-21	2186	U.S. LANDMARKS	0	This building has the world's biggest switchboard with about 1 million calls per day on 34,500 lines	the Pentagon
1994-02-18	2185	DOGS	100	The Pomeranian & Pekingese are classified as this type, which may make you want to play with them	toy dogs
1994-02-18	2185	DOGS	200	The Cocker is considered an American cousin of the English Cocker breed of this dog	a Spaniel
1994-02-18	2185	DOGS	300	The Borzoi is descended from this dog whose name reminds us of a bus	the greyhound
1994-02-18	2185	DOGS	400	"The ""Scottish"" breed of this dog is called a Scottie for short"	a terrier
1994-02-18	2185	DOGS	500	The Labrador retriever originated in this present Canadian province	Newfoundland
1994-02-18	2185	EURO DISNEY	100	The 5,000-acre Euro Disney resort is 1/5 the size of this world capital that's just 20 miles away	Paris
1994-02-18	2185	EURO DISNEY	200	Beware! One of these mythical beasts lurks in a lair beneath Sleeping Beauty's Chateau	a dragon
1994-02-18	2185	EURO DISNEY	300	A Caribbean restaurant called the Blue Lagoon is located inside this ride that's full of Buccaneers	Pirates of the Caribbean
1994-02-18	2185	EURO DISNEY	400	"The French call this attraction full of singing doll's ""Le Monde est Petit"""	It's a Small World
1994-02-18	2185	EURO DISNEY	500	A rip-roaring recreation of his wild west show features cowboys, Indians & stampeding buffalo	Buffalo Bill
1994-02-18	2185	STATE FLAGS	100	The 8 stripes on this state's flag represent the 8 main islands	Hawaii
1994-02-18	2185	STATE FLAGS	200	As a reminder of its fur-trapping days, Oregon shows this animal on the reverse of its flag	the beaver
1994-02-18	2185	STATE FLAGS	300	A badger sits atop the shield on this state's flag	Wisconsin
1994-02-18	2185	STATE FLAGS	400	"Appropriately, this ""Evergreen State"" is the only state whose flag is green"	Washington
1994-02-18	2185	STATE FLAGS	500	South Carolina's flag depicts a crescent over this state tree	the palmetto
1994-02-18	2185	HISTORY	100	After its 1912 accident, inquiries found it was traveling too fast for icy conditions	the Titanic
1994-02-18	2185	HISTORY	200	In the 1980s the proceeds from secret arms sales to Iran were funneled to this country's Contras	Nicaragua
1994-02-18	2185	HISTORY	300	A 1969 army coup in Libya put this colonel into power	Colonel Gaddafi
1994-02-18	2185	HISTORY	500	He was king of England during the French Revolution	King George III
1994-02-18	2185	HISTORY	500	The Straits Convention of 1841 concerned travel through the Bosporus & this other Turkish strait	the Dardanelles
1994-02-18	2185	ANAGRAMS	100	You should never eat these fruits if they're covered with slime	limes (from slime)
1994-02-18	2185	ANAGRAMS	200	Karl keeps one of these small songbirds as a pet	a lark (from Karl)
1994-02-18	2185	ANAGRAMS	300	It's a good name for leonine tresses	mane (from name)
1994-02-18	2185	ANAGRAMS	400	A music dictionary will tell you it's another name for a note	a tone (from note)
1994-02-18	2185	ANAGRAMS	500	I'd love to fly a plane over this Asian country	Nepal (from plane)
1994-02-18	2185	UNRELATED STUFF	100	According to the proverb, it's what happens when the cat's away	the mice will play
1994-02-18	2185	UNRELATED STUFF	200	In case anyone ever asks, for Stephen King it's A negative	his blood type
1994-02-18	2185	UNRELATED STUFF	300	This metal with the same name as a coin is named for a German goblin who lives in mines	nickel
1994-02-18	2185	UNRELATED STUFF	400	NASA is an acronym for this	the National Aeronautics and Space Administration
1994-02-18	2185	UNRELATED STUFF	500	You're considered prolix if you use an abundance of these	words
1994-02-18	2185	ANCIENT ROME	200	This largest Roman amphitheatre was flooded for mock naval battles called naumachiae	the Colosseum
1994-02-18	2185	ANCIENT ROME	400	"This ""fiddling"" emperor scandalized the populace by performing in public in female roles"	Nero
1994-02-18	2185	ANCIENT ROME	600	Early Christians hid in these underground   tunnels during times of persecution	catacombs
1994-02-18	2185	ANCIENT ROME	800	Statues depict Romulus & Remus, the legendary founders of Rome, with this animal that nursed them	a wolf
1994-02-18	2185	ANCIENT ROME	1000	The curia, which still stands in the Roman forum, was the seat of this powerful government body	the Senate
1994-02-18	2185	WORLD LEADERS	200	This Cuban president is also the head of the Cuban Communist Party	Castro
1994-02-18	2185	WORLD LEADERS	400	Francisco Franco is buried inside a mountain in this, his native country	Spain
1994-02-18	2185	WORLD LEADERS	600	Evita must have been his good luck charm; he became president of Argentina 4 months after he married her	Peron
1994-02-18	2185	WORLD LEADERS	800	This Oxford-graduate was president of the Oxford Union 11 years before she became PM of Pakistan	(Benazir) Bhutto
1994-02-18	2185	WORLD LEADERS	1000	He was just 17 when he was crowned king of Jordan in 1953	King Hussein
1994-02-18	2185	EDUCATION	200	This Canadian province has 2-year schools called colleges d'enseignement general et professionel	Quebec
1994-02-18	2185	EDUCATION	400	Mistress of arts was a 19th century female equivalent of this degree earned by young men	a bachelor of arts
1994-02-18	2185	EDUCATION	600	It can be an academy for young ladies or an institution that trains candidates for priesthood	a seminary
1994-02-18	2185	EDUCATION	800	A sum of money granted for advanced study or research, it's also a synonym for companionship	a fellowship
1994-02-18	2185	EDUCATION	1000	"This Italian woman's famous ""method"" encourages a child's self-development"	(Maria) Montessori
1994-02-18	2185	MEDICINE	200	"It states, ""I will give no deadly medicine to anyone if asked, nor suggest any such counsel"""	the Hippocratic Oath
1994-02-18	2185	MEDICINE	400	To check the development of fetuses, doctors use this technique that produces images on a screen	ultrasound
1994-02-18	2185	MEDICINE	600	The rheumatoid type of this disease causes pain & swelling in the joints & can lead to crippling	arthritis
1994-02-18	2185	MEDICINE	800	Of chicken pox, polio & malaria, the one not caused by a virus	malaria
1994-02-18	2185	MEDICINE	1500	"""Circulation"" is a monthly publication of this American organization"	the American Heart Association
1994-02-18	2185	DANCE	200	Mayim, mayim, a modern circle dance from this country, is a variation of the hora	Israel
1994-02-18	2185	DANCE	400	The Krakowiak, popular since the 19th century, was named for a city in this country	Poland
1994-02-18	2185	DANCE	600	Traditionally, a fandango is accompanied by castanets & this instrument	the guitar
1994-02-18	2185	DANCE	800	In the Tinikling dance of the Philippines, dancers hop between moving poles made of this plant	bamboo
1994-02-18	2185	DANCE	1000	"This woman who died in 1991 based many of her modern dance works, such as ""Clytemnestra"" on mythology"	Martha Graham
1994-02-18	2185	NONFICTION	200	"He published the autobiographical ""My Life on the Plains"" in 1874, 2 years before his ""Last Stand"""	Custer
1994-02-18	2185	NONFICTION	400	"A government grant enabled him to publish ""The Zoology of the Voyage of H.M.S. Beagle"""	Darwin
1994-02-18	2185	NONFICTION	600	"In ""Den of' Lions"", Terry Anderson discusses his ordeal as a hostage in this country"	Lebanon
1994-02-18	2185	NONFICTION	1500	Bruce Catton & Shelby Foote are famous for their books on this subject	the Civil War
1994-02-18	2185	NONFICTION	1000	"She followed ""Coming of Age in Samoa"" with ""Growing Up in New Guinea"""	Margaret Mead
1994-02-18	2185	LEGENDARY PAIRS	0	In the late 1100s, monks at Glastonbury Abbey claimed they'd found the bodies of this royal couple	Arthur & Guinevere
1994-02-17	2184	BODIES OF WATER	100	This ocean may have been named for a legendary lost continent, or for an African mountain system	the Atlantic
1994-02-17	2184	BODIES OF WATER	200	In area, this Great Lake is the largest body of fresh water in the world	Lake Superior
1994-02-17	2184	BODIES OF WATER	300	The Sinai Peninsula divides the northern end of this sea into the gulfs of Aqaba & Suez	the Red Sea
1994-02-17	2184	BODIES OF WATER	400	A 350-mile-long strait near South America's southern tip was discovered by & named for this explorer	Magellan
1994-02-17	2184	BODIES OF WATER	500	The Hanseatic League once controlled commerce on this sea that borders Germany & Poland	the Baltic Sea
1994-02-17	2184	TV TEENS	100	Sara Gilbert earned a 1993 Emmy nomination for her role as teenager Darlene Conner on this series	Roseanne
1994-02-17	2184	TV TEENS	200	"On ""Phenom"" Angela Goethals plays a teenage champ in this sport"	tennis
1994-02-17	2184	TV TEENS	300	"This star of ""Cafe Americain"" was once a TV teen on ""One Day at a Time"""	Valerie Bertinelli
1994-02-17	2184	TV TEENS	400	Danica McKellar played Kevin's true love Winnie on this series set in the '60s	The Wonder Years
1994-02-17	2184	TV TEENS	500	"It's the numerical name of the teenager played by Jenna von Oy on ""Blossom"""	Six
1994-02-17	2184	WEIGHTS & MEASURES	100	1 of these is equal to 1/2 fluid ounce or 3 teaspoons	a tablespoon
1994-02-17	2184	WEIGHTS & MEASURES	200	There are 4 gills in a pint & 8 in one of these	a quart
1994-02-17	2184	WEIGHTS & MEASURES	300	1 of these units of length is equal to 3,280.8 feet	a kilometer
1994-02-17	2184	WEIGHTS & MEASURES	400	This country abandoned the metric system in 1812 & readopted it in 1840	France
1994-02-17	2184	WEIGHTS & MEASURES	700	The pennyweight is a unit in this system used to measure precious metals	the troy system
1994-02-17	2184	ANIMALS	100	The mehari is a special breed of this humped mammal trained for warfare & racing	a camel
1994-02-17	2184	ANIMALS	200	It's the most carnivorous of the bears, feeding especially on seals & walrus	the polar bear
1994-02-17	2184	ANIMALS	300	A young male horse is called a colt, & a young female is called this	a filly
1994-02-17	2184	ANIMALS	400	Named for a region of Russia, it's the largest of all wild cats	the Siberian tiger
1994-02-17	2184	ANIMALS	500	The only 2 species of eagles found in the U.S. are the bald & this colorful variety	the golden eagle
1994-02-17	2184	JUST DESSERTS	100	This dessert has the same name as a 6-8-year-old Girl Scout	brownie
1994-02-17	2184	JUST DESSERTS	200	The islands in floating island are made of this egg white mixture that tops key lime pie	meringue
1994-02-17	2184	JUST DESSERTS	300	It's a thin sheet of sponge cake spread with jam & rolled up	a jelly roll
1994-02-17	2184	JUST DESSERTS	400	In the dessert version of fondue, cake & fruit are dipped into this melted substance	chocolate
1994-02-17	2184	JUST DESSERTS	500	This dark liquid is the traditional sweetening of Indian pudding	molasses
1994-02-17	2184	COMMON BONDS	100	T, polo, flannel	shirts
1994-02-17	2184	COMMON BONDS	200	Punk, pompadour, pixie	hairdos
1994-02-17	2184	COMMON BONDS	300	Gin, Michigan rummy, hearts	card games
1994-02-17	2184	COMMON BONDS	400	Potter's, spinning, steering	types of wheels
1994-02-17	2184	COMMON BONDS	500	Krone, colon, quetzal	monies
1994-02-17	2184	WORLD HISTORY	200	From 1947-49 Pakistan fought this country in the first of 3 conflicts over the state of Kashmir	India
1994-02-17	2184	WORLD HISTORY	400	In 1502 he succeeded his uncle Ahuitzotl as emperor of the Aztecs	Montezuma
1994-02-17	2184	WORLD HISTORY	600	In December 1809 this emperor divorced his first wife; 4 months later he married Archduchess Marie-Louise	Napoleon
1994-02-17	2184	WORLD HISTORY	800	For about 2,350 years the kingdom of Cush flourished along the Nile River in this country south of Egvpt	Sudan
1994-02-17	2184	WORLD HISTORY	1000	In 1986 explosions & fire shut down a nuclear power plant near Chernobyl in this Soviet republic	the Ukraine
1994-02-17	2184	ISLANDS	200	In Danish this island is known as Gronland	Greenland
1994-02-17	2184	ISLANDS	400	Unimak is the closest island to Alaska in this chain	the Aleutians
1994-02-17	2184	ISLANDS	600	The southwest coast of this Italian island is only about 90 miles from Cape Bon in Tunisia	Sicily
1994-02-17	2184	ISLANDS	800	From independence in 1960 until 1975, this island country was known as the Malagasy Republic	Madagascar
1994-02-17	2184	ISLANDS	1000	The island of Isabela constitutes more than half of the land area of this Ecuadorean archipelago	the Galapagos Islands
1994-02-17	2184	MUSICAL INSTRUMENTS	200	Because of its limited range, military calls on this instrument usually use only 4 or 5 notes	the bugle
1994-02-17	2184	MUSICAL INSTRUMENTS	400	A large one of these instruments may have over 5,000 pipes	the organ
1994-02-17	2184	MUSICAL INSTRUMENTS	600	"The full name of this instrument is Italian for ""small flute"""	the piccolo
1994-02-17	2184	MUSICAL INSTRUMENTS	800	The name tuba comes from the Latin for this smaller brass instrument	the trumpet
1994-02-17	2184	MUSICAL INSTRUMENTS	1000	"Over 600 of his violins survive, including one he made in 1716 called ""The Messiah"""	Stradivarius
1994-02-17	2184	SPANISH CLASS	200	It's Spanish for mister	señor
1994-02-17	2184	SPANISH CLASS	400	Topaz is topacio, while this gem is zafiro	sapphire
1994-02-17	2184	SPANISH CLASS	600	This season of the year is la primavera	spring
1994-02-17	2184	SPANISH CLASS	800	"Gracias means ""thank you"", & this means ""thank you very much"""	muchas gracias
1994-02-17	2184	SPANISH CLASS	1000	This liquid is known as agua caliente; if you get in trouble, you're in it	hot water
1994-02-17	2184	LITERATURE	200	Dostoyevsky's book about these title brothers is considered his masterpiece	The Brothers Karamazov
1994-02-17	2184	LITERATURE	400	An ex-preacher named Jim Casy accompanies the Joads to California in this Steinbeck novel	The Grapes of Wrath
1994-02-17	2184	LITERATURE	600	"This author of ""The Age of Innocence"" also wrote some ghost stories"	Edith Wharton
1994-02-17	2184	LITERATURE	800	"""The Troll Garden"" was the first collection of stories by this author of ""O Pioneers!"""	Willa Cather
1994-02-17	2184	LITERATURE	1000	"His 1874 novel ""Far From the Madding Crowd"" begins with a description of farmer Oak"	Thomas Hardy
1994-02-17	2184	BENJAMIN FRANKLIN	200	Before Jane Fonda, Ben deduced there's more exercise going up & down these than straight walking	stairs
1994-02-17	2184	BENJAMIN FRANKLIN	400	As a member of a society that formed to do this, Franklin had to have a number of leather   buckets ready	put out fires
1994-02-17	2184	BENJAMIN FRANKLIN	600	Franklin said that this device also worked on the top of ships' masts with a wire to the water	the lightning rod
1994-02-17	2184	BENJAMIN FRANKLIN	800	"Ben felt this ""most ancient...game known among men"" could teach foresight & caution"	chess
1994-02-17	2184	BENJAMIN FRANKLIN	1000	Poor Richard's last name	Saunders
1994-02-17	2184	PERFORMING ARTS	0	A famous U.S. school is named for this philanthropist who was born at sea to French parents in 1836	Juilliard
1994-02-16	2183	19th CENTURY AMERICA	100	The War of 1812 began June 18, 1812 when the U.S. declared war on this country	England
1994-02-16	2183	19th CENTURY AMERICA	200	To avoid exploitation like that of Niagara Falls, Congress made this the first national park	Yellowstone
1994-02-16	2183	19th CENTURY AMERICA	300	In July 1804 this vice president killed a man in a duel	Aaron Burr
1994-02-16	2183	19th CENTURY AMERICA	400	He negotiated the Treaty of Kanagawa, which opened Japan's ports to U.S. ships	Commodore Perry
1994-02-16	2183	19th CENTURY AMERICA	500	This state seceded almost 4 months before shots were fired on Fort Sumter	South Carolina
1994-02-16	2183	TELEVISION	100	Dan Castellaneta won a special Emmy in 1993 for playing Homer on this FOX animated series	The Simpsons
1994-02-16	2183	TELEVISION	200	"This science fiction series features a ""talking"" dolphin named Darwin"	seaQuest
1994-02-16	2183	TELEVISION	300	"In 1993 Debbe Dunning replaced Pamela Anderson as the ""Tool Time"" girl on this sitcom"	Home Improvement
1994-02-16	2183	TELEVISION	400	Connie Chung is hostess of this CBS news magazine	Eye to Eye
1994-02-16	2183	TELEVISION	500	This current sitcom is based on books by a Pulitzer Prize-winning humor columnist	Dave's World
1994-02-16	2183	MONEY MATTERS	100	To determine your net worth, add your assets & subtract these	your debts (liabilities)
1994-02-16	2183	MONEY MATTERS	200	To earn more money to buy music CDs, you might invest in a bank CD, which stands for this	a certificate of deposit
1994-02-16	2183	MONEY MATTERS	300	A dollar sign looks like an S with a line through it & this unit's symbol resembles a crossed L	a pound
1994-02-16	2183	MONEY MATTERS	400	The discount rate at which national banks borrow money is set by this agency, & in turn can affect the prime rate	the Federal Reserve Board
1994-02-16	2183	MONEY MATTERS	500	A special currency unit called the ecu is used among members of this European organization	the Common Market
1994-02-16	2183	MUSIC	100	It's the term for a piece or passage played by only one performer	solo
1994-02-16	2183	MUSIC	200	It's the note found at the approximate center of a piano keyboard	middle C
1994-02-16	2183	MUSIC	300	Of the 3 natural male singing voices, it's the highest one	tenor
1994-02-16	2183	MUSIC	400	Including over half the musicians, it's the largest section of a symphony orchestra	strings
1994-02-16	2183	MUSIC	500	The cantata & oratorio came into being during this period of music that lasted until around 1750	the Baroque
1994-02-16	2183	FAMOUS WOMEN	100	On Oct. 11, 1984 she met George Bush in a vice presidential debate in Philadelphia	Geraldine Ferraro
1994-02-16	2183	FAMOUS WOMEN	200	She died in 1901 on the Isle of Wight, in the 64th year of her reign	Queen Victoria
1994-02-16	2183	FAMOUS WOMEN	300	In 1957 Louis S.B. Leakey suggested she begin studying the chimpanzees of Tanzania	Jane Goodall
1994-02-16	2183	FAMOUS WOMEN	400	"In ""The Fountainhead"", she wrote, ""Great men can't be ruled"""	Ayn Rand
1994-02-16	2183	FAMOUS WOMEN	500	"Once dismissed as ""a mom in tennis shoes"", Patty Murray won a Senate seat from this state in 1992"	Washington
1994-02-16	2183	WORD ORIGINS	100	"A synonym for labyrinth, it comes from the Old English word masian, meaning ""'to confuse"""	maze
1994-02-16	2183	WORD ORIGINS	200	"The Greek for ""flat-footed"" gives us the name of this duck-billed mammal"	the platypus
1994-02-16	2183	WORD ORIGINS	300	"A partial wig used to cover baldness, its name comes from Old French for ""tuft of hair"""	a toupee
1994-02-16	2183	WORD ORIGINS	400	"The name of this bed pad comes from the Arabic taraha, meaning ""to throw"""	a mattress
1994-02-16	2183	WORD ORIGINS	300	"The name of this type of legislative body comes from French for ""to talk"""	parliament
1994-02-16	2183	WORLD FACTS	200	"Romanians call this ""beautiful blue"" river Dunarea"	the Danube
1994-02-16	2183	WORLD FACTS	400	Pickled herring & omelets are among the taste treats in this ever-popular Swedish buffet	a smorgasbord
1994-02-16	2183	WORLD FACTS	600	In Ireland, the Irish form of this Celtic language is usually called Irish	Gaelic
1994-02-16	2183	WORLD FACTS	800	Wayang puppet plays are a traditional entertainment on the island of Java in this country	Indonesia
1994-02-16	2183	WORLD FACTS	1000	Found in Tibet, the dzo is a cross between a cow & this beast of burden	yak
1994-02-16	2183	HOLIDAYS & OBSERVANCES	200	Forefather's Day, December 21, honors the 1620 landing of the pilgrims at this spot	Plymouth Rock
1994-02-16	2183	HOLIDAYS & OBSERVANCES	400	On October 12, the date of this U.S. holiday, Honduras & the Bahamas celebrate Discovery Day	Columbus Day
1994-02-16	2183	HOLIDAYS & OBSERVANCES	600	The earliest that this holiday can occur is March 22; the latest, April 25	Easter
1994-02-16	2183	HOLIDAYS & OBSERVANCES	800	On Feb. 29, 1952 this president signed a bill designating September 17 as Citizenship Day	Truman
1994-02-16	2183	HOLIDAYS & OBSERVANCES	1000	National Freedom Day, Feb. 1, commemorates the signing of the 13th Amendment, which abolished this	slavery
1994-02-16	2183	POETRY	200	"Poe was referring to these when he wrote, ""What a world of merriment their melody foretells!"""	bells
1994-02-16	2183	POETRY	400	"Because of her seclusion, she was called ""The Nun of Amherst"""	Emily Dickinson
1994-02-16	2183	POETRY	600	"Poem containing the line, ""With my crossbow I shot the albatross!"""	"""The Rime of the Ancient Mariner"""
1994-02-16	2183	POETRY	1000	"This Frost poem ends, ""I took the one less traveled by, and that has made all the difference"""	"""The Road Not Taken"""
1994-02-16	2183	POETRY	1000	After visiting this ruined medieval church July 13, 1798, Wordsworth put his thoughts into a poem	Tintern Abbey
1994-02-16	2183	HISTORIC NAMES	200	"Mark Antony declared her ""Queen of Queens"""	Cleopatra
1994-02-16	2183	HISTORIC NAMES	400	"Some folks called this great 19th century orator ""The God-like Daniel"""	Daniel Webster
1994-02-16	2183	HISTORIC NAMES	600	"The teacher and spy who said, ""I only regret that I have but one life to lose for my country"""	Nathan Hale
1994-02-16	2183	HISTORIC NAMES	800	He was a beekeeper before he became world-famous for climbing Mount Everest in 1953	Edmund Hillary
1994-02-16	2183	HISTORIC NAMES	2000	Gujarati was the native language of this 20th century leader, the prophet of nonviolence	(Mahatma) Gandhi
1994-02-16	2183	THE NEW TESTAMENT	200	"Matthew 3 begins with this man ""preaching in the wilderness of Judaea"""	John the Baptist
1994-02-16	2183	THE NEW TESTAMENT	400	The shepherds were told how to recognize Jesus: he'd be the baby wrapped in these	swaddling clothes
1994-02-16	2183	THE NEW TESTAMENT	600	Mark 3 says Jesus ordained this many people & gave them the power to cast out devils	12
1994-02-16	2183	THE NEW TESTAMENT	800	The epistles to his colleagues Timothy & Titus are called the pastoral epistles	Paul
1994-02-16	2183	THE NEW TESTAMENT	1000	Following the crucifixion, he provided his own tomb for Jesus	Joseph of Arimathea
1994-02-16	2183	LOST TIME	200	On Oct. 31, 1993, at 2 A.M., all Amtrak trains stopped for this length of time	one hour
1994-02-16	2183	LOST TIME	400	Amount of time Rip Van Winkle lost while asleep on the mountain	20 years
1994-02-16	2183	LOST TIME	600	Kwajalein in the Marshall Islands skipped Aug. 21, 1993 when it moved from one side of this line to the other	the International Date Line
1994-02-16	2183	LOST TIME	800	The Grimms' Sleeping Beauty, Briar-Rose, was 15 when she went to sleep which made her this old when she awoke	115
1994-02-16	2183	LOST TIME	1000	"The Proust title that literally translates to ""In Search of Lost Time"" is known as this in English"	Remembrance of Things Past
1994-02-16	2183	FAMOUS SPEECHES	0	"In a 1963 speech JFK declared, ""2,000 years ago the proudest boast was 'civis romanus sum.' Today"" it's this"	Ich bin ein Berliner
1994-02-15	2182	MATH	100	45/5 simplifies to this	9
1994-02-15	2182	MATH	200	In this plane figure, all the points are equidistant from the center	a circle
1994-02-15	2182	MATH	300	It's the name of the longest side of a right triangle	the hypotenuse
1994-02-15	2182	MATH	400	If half a dozen oranges cost $1.50, this is the cost per orange	25 cents
1994-02-15	2182	MATH	500	2 lines that intersect to form 90º angles are called this	perpendicular lines
1994-02-15	2182	SOAP OPERAS	100	Before donning Superman's' cape, Dean Cain played Shannen Doherty's boyfriend on this FOX soap	Beverly Hills, 90210
1994-02-15	2182	SOAP OPERAS	200	"With son Lucky in tow, this couple returned to ""General Hospital"" Oct, 29, 1993"	Luke & Laura
1994-02-15	2182	SOAP OPERAS	300	On this soap Michael E. Knight plays Tad & Ted   & David Canary plays Adam & Stuart	All My Children
1994-02-15	2182	SOAP OPERAS	400	This ABC daytime soap spells out its one-word name at the end of its theme song	Loving
1994-02-15	2182	SOAP OPERAS	500	"On Oct. 18, 1993 Michael Sabatino flew out of ""Days of Our Lives"" & drove onto this fashion industry soap"	The Bold and the Beautiful
1994-02-15	2182	RELIGION	100	The Chinese call the Zen form of this religion Ch'an	Buddhism
1994-02-15	2182	RELIGION	200	It's the religion of about 97% of the people in Portugal	Catholicism
1994-02-15	2182	RELIGION	300	In this religion practiced in Haiti, a petro loa is a spirit that can be dangerous	Voodoo
1994-02-15	2182	RELIGION	400	Thousands of members of this group, also known as the Religious Society of Friends, live in Kenya	the Quakers
1994-02-15	2182	RELIGION	500	The green triangle on the flag of Sudan symbolizes this religion	Islam
1994-02-15	2182	TEENS IN HISTORY	100	She was only about 17 when she began leading French armies against the English in 1429	Joan of Arc
1994-02-15	2182	TEENS IN HISTORY	200	While visiting the Potomac Indians in 1613, she was captured by the English & taken to Jamestown	Pocahontas
1994-02-15	2182	TEENS IN HISTORY	300	In her teens she fought Juana la Beltraneja for the succession to the Castilian throne	Queen Isabella
1994-02-15	2182	TEENS IN HISTORY	400	In 1774 at age 16, this marquis married Adrienne de Noailles, a member of a power French family	the Marquis de Lafayette
1994-02-15	2182	TEENS IN HISTORY	500	"This ""Nine Days' Queen"" was just 16 when she was beheaded on Tower Green in 1554"	Lady Jane Grey
1994-02-15	2182	U.S. POSTAGE STAMPS	100	A stamp honoring this smallest state was issued May 29, 1990, the 200th anniversary of its statehood	Rhode Island
1994-02-15	2182	U.S. POSTAGE STAMPS	200	A 17¢ stamp issued in 1986 depicts one of these sleds—mush!	a dog sled
1994-02-15	2182	U.S. POSTAGE STAMPS	300	In 1991 a 19¢ stamp paid tribute to the centennial of this Manhattan concert hall	Carnegie Hall
1994-02-15	2182	U.S. POSTAGE STAMPS	400	"A 1988 stamp commemorated Mary Cassatt, who made a good ""impression"" in this profession"	painting
1994-02-15	2182	U.S. POSTAGE STAMPS	500	"This woman who wrote, ""Mine eyes have seen the glory of the coming of the Lord"" appears on a 14¢ stamp"	Julia Ward Howe
1994-02-15	2182	"CROSSWORD CLUES ""F"""	100	Hot dog (11)	a frankfurter
1994-02-15	2182	"CROSSWORD CLUES ""F"""	200	Doodle's cap ornament (7)	a feather
1994-02-15	2182	"CROSSWORD CLUES ""F"""	300	The pet rock was one (3)	a fad
1994-02-15	2182	"CROSSWORD CLUES ""F"""	400	Beyond the present tense (6)	the future
1994-02-15	2182	"CROSSWORD CLUES ""F"""	500	Psychological slip (8)	a Freudian slip
1994-02-15	2182	GEOGRAPHY	200	The Straits of Florida connect the Atlantic Ocean with this gulf	the Gulf of Mexico
1994-02-15	2182	GEOGRAPHY	400	Fossilized remains of dinosaurs & the giant rhinoceros have been found in this Mongolian desert	the Gobi Desert
1994-02-15	2182	GEOGRAPHY	600	Churchill, Manitoba, a grain-exporting center, is the chief port on this Bay	the Hudson Bay
1994-02-15	2182	GEOGRAPHY	800	At 16,633 square miles, it's the smallest of the Scandinavian countries	Denmark
1994-02-15	2182	GEOGRAPHY	1000	Among the tributaries of this European river are the Neckar, Moselle & Ruhr	the Rhine
1994-02-15	2182	CRAFTS	200	You can make these by rolling beeswax around a wick or by pouring hot wax into a mold	a candle
1994-02-15	2182	CRAFTS	400	Ceramic products are often fired twice in this special oven, once before glazing & once after	a kiln
1994-02-15	2182	CRAFTS	600	Tesserae is the term for the bits of colored glass or marble used in this type of artwork	mosaic
1994-02-15	2182	CRAFTS	800	"The name of this craft comes from 2 Japanese words meaning ""to fold paper"""	origami
